filepath,family_label,instrument_label,source_file,duration_s,rms_db,fs,clip_index,_abs_path,split
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_025.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-34.7355029710561,16000,25,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_025.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_026.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-33.054804587543,16000,26,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_026.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_027.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-33.7647684585155,16000,27,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_027.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_028.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-33.9048143163415,16000,28,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_028.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_029.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-33.8263895748551,16000,29,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_029.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_030.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-32.4014177329406,16000,30,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_030.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_031.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-32.591779750318,16000,31,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_031.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_032.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-31.2863828592415,16000,32,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_032.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_033.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-31.1851632214407,16000,33,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_033.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_034.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-31.6368999809684,16000,34,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_034.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_035.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-31.9416045167563,16000,35,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_035.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_036.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-31.0960141354805,16000,36,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_036.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_037.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-32.5051437589733,16000,37,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_037.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_038.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-31.5751077854206,16000,38,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_038.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_039.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-34.0673643360959,16000,39,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_039.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_040.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-35.0360978214328,16000,40,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_040.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_001.wav,keyboards,harpsichord,keyboards_harpsichord_002,3,-23.7750652478175,16000,1,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_001.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_002.wav,keyboards,harpsichord,keyboards_harpsichord_002,3,-24.0867104327008,16000,2,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_002.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_003.wav,keyboards,harpsichord,keyboards_harpsichord_002,3,-23.3656050336754,16000,3,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_003.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_004.wav,keyboards,harpsichord,keyboards_harpsichord_002,3,-23.6408749303278,16000,4,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_004.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_005.wav,keyboards,harpsichord,keyboards_harpsichord_002,3,-23.0894671456655,16000,5,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_005.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_006.wav,keyboards,harpsichord,keyboards_harpsichord_002,3,-23.7567198883595,16000,6,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_006.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_007.wav,keyboards,harpsichord,keyboards_harpsichord_002,3,-24.0401846289514,16000,7,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_007.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_008.wav,keyboards,harpsichord,keyboards_harpsichord_002,3,-22.9735565765366,16000,8,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_008.wav,train
