filepath_rel,family,instrument,family_id,instrument_id,source_file,clip_index,duration_s,rms_db,fs,cap_used
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_009.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,9,3,-22.4716177956162,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_010.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,10,3,-23.9056133176657,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_011.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,11,3,-23.459483330434,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_012.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,12,3,-23.7523842111649,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_013.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,13,3,-22.1950387671151,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_014.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,14,3,-22.4086497671954,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_015.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,15,3,-23.5531582561582,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_016.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,16,3,-21.0081669868355,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_017.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,17,3,-22.9893721297145,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_018.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,18,3,-23.6290810062135,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_019.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,19,3,-24.2884738402085,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_020.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,20,3,-22.1419559137956,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_021.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,21,3,-22.9398590106174,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_022.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,22,3,-23.4075275068513,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_023.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,23,3,-21.989445969703,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_024.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,24,3,-22.0181277161114,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_025.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,25,3,-23.9003345737422,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_026.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,26,3,-22.5397205562077,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_027.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,27,3,-22.7542081329555,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_028.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,28,3,-22.7833619409425,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_029.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,29,3,-23.4293298734154,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_030.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,30,3,-21.9044844371184,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_031.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,31,3,-22.9596307398593,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_032.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,32,3,-21.8854609102532,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_033.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,33,3,-22.602758464008,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_034.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,34,3,-21.6327570686156,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_035.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,35,3,-22.6123131138923,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_036.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,36,3,-23.3376838213998,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_037.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,37,3,-23.3002325737395,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_038.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,38,3,-22.5595140088564,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_039.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,39,3,-22.6325192866485,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_002_clip_040.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_002,40,3,-23.0395902964468,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_003_clip_001.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_003,1,3,-29.4422980449438,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_003_clip_002.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_003,2,3,-29.1956138764503,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_003_clip_003.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_003,3,3,-29.7067279821483,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_003_clip_004.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_003,4,3,-30.5507340786297,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_003_clip_005.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_003,5,3,-28.8363082444038,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_003_clip_006.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_003,6,3,-29.1539138415005,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_003_clip_007.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_003,7,3,-29.3497213977774,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_003_clip_008.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_003,8,3,-30.1900583670107,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_003_clip_009.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_003,9,3,-30.0558749173923,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_003_clip_010.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_003,10,3,-29.6905514680244,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_003_clip_011.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_003,11,3,-28.8872131489648,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_003_clip_012.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_003,12,3,-27.8504534087679,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_003_clip_013.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_003,13,3,-29.3073705802442,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_003_clip_014.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_003,14,3,-28.377229131993,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_003_clip_015.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_003,15,3,-29.2836497519978,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_003_clip_016.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_003,16,3,-29.6804119294979,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_003_clip_017.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_003,17,3,-28.9634845896986,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_003_clip_018.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_003,18,3,-29.1205181573389,16000,40
Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_003_clip_019.wav,keyboards,harpsichord,4,9,keyboards_harpsichord_003,19,3,-28.7350077087262,16000,40
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_001_clip_001.wav,keyboards,organ,4,11,keyboards_organ_001,1,3,-23.4142252524185,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_001_clip_002.wav,keyboards,organ,4,11,keyboards_organ_001,2,3,-17.9457061197972,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_001_clip_003.wav,keyboards,organ,4,11,keyboards_organ_001,3,3,-19.4379005312599,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_001_clip_004.wav,keyboards,organ,4,11,keyboards_organ_001,4,3,-18.8880365241249,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_001_clip_005.wav,keyboards,organ,4,11,keyboards_organ_001,5,3,-17.5677052506704,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_001_clip_006.wav,keyboards,organ,4,11,keyboards_organ_001,6,3,-19.0237972514967,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_001_clip_007.wav,keyboards,organ,4,11,keyboards_organ_001,7,3,-18.851342828197,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_001_clip_008.wav,keyboards,organ,4,11,keyboards_organ_001,8,3,-18.5075188275162,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_001_clip_009.wav,keyboards,organ,4,11,keyboards_organ_001,9,3,-19.4254416434351,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_001_clip_010.wav,keyboards,organ,4,11,keyboards_organ_001,10,3,-18.3209156565914,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_001_clip_011.wav,keyboards,organ,4,11,keyboards_organ_001,11,3,-18.5138454807807,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_001_clip_012.wav,keyboards,organ,4,11,keyboards_organ_001,12,3,-17.6950314537969,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_001_clip_013.wav,keyboards,organ,4,11,keyboards_organ_001,13,3,-18.7381204093909,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_001_clip_014.wav,keyboards,organ,4,11,keyboards_organ_001,14,3,-18.1090401866529,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_001_clip_015.wav,keyboards,organ,4,11,keyboards_organ_001,15,3,-21.7230044662925,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_001_clip_016.wav,keyboards,organ,4,11,keyboards_organ_001,16,3,-27.1241917053646,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_001_clip_017.wav,keyboards,organ,4,11,keyboards_organ_001,17,3,-25.9610240458701,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_001_clip_018.wav,keyboards,organ,4,11,keyboards_organ_001,18,3,-21.5602283809389,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_001_clip_019.wav,keyboards,organ,4,11,keyboards_organ_001,19,3,-18.340283821373,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_001_clip_020.wav,keyboards,organ,4,11,keyboards_organ_001,20,3,-26.3324662344383,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_001_clip_021.wav,keyboards,organ,4,11,keyboards_organ_001,21,3,-28.0805229987961,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_001_clip_022.wav,keyboards,organ,4,11,keyboards_organ_001,22,3,-28.9335877810501,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_001_clip_023.wav,keyboards,organ,4,11,keyboards_organ_001,23,3,-23.5702545559187,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_001_clip_024.wav,keyboards,organ,4,11,keyboards_organ_001,24,3,-18.3798941479904,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_001_clip_025.wav,keyboards,organ,4,11,keyboards_organ_001,25,3,-18.352231491413,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_001_clip_026.wav,keyboards,organ,4,11,keyboards_organ_001,26,3,-39.2601640811401,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_002_clip_001.wav,keyboards,organ,4,11,keyboards_organ_002,1,3,-39.239878798092,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_002_clip_002.wav,keyboards,organ,4,11,keyboards_organ_002,2,3,-38.6417735373643,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_002_clip_003.wav,keyboards,organ,4,11,keyboards_organ_002,3,3,-21.1612439723395,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_002_clip_004.wav,keyboards,organ,4,11,keyboards_organ_002,4,3,-19.731603445611,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_002_clip_005.wav,keyboards,organ,4,11,keyboards_organ_002,5,3,-28.3636139909614,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_002_clip_006.wav,keyboards,organ,4,11,keyboards_organ_002,6,3,-27.4925544948323,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_002_clip_007.wav,keyboards,organ,4,11,keyboards_organ_002,7,3,-26.0467650169953,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_002_clip_008.wav,keyboards,organ,4,11,keyboards_organ_002,8,3,-25.4897449256576,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_002_clip_009.wav,keyboards,organ,4,11,keyboards_organ_002,9,3,-26.6503903085907,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_002_clip_010.wav,keyboards,organ,4,11,keyboards_organ_002,10,3,-26.2178075870654,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_002_clip_011.wav,keyboards,organ,4,11,keyboards_organ_002,11,3,-25.6797097374997,16000,48
Segmented/keyboards/organ/keyboards_organ_keyboards_organ_002_clip_012.wav,keyboards,organ,4,11,keyboards_organ_002,12,3,-25.7306737005353,16000,48
Segmented/keyboards/piano/keyboards_piano_keyboards_piano_001_clip_001.wav,keyboards,piano,4,12,keyboards_piano_001,1,3,-19.6522999104103,16000,40
Segmented/keyboards/piano/keyboards_piano_keyboards_piano_001_clip_002.wav,keyboards,piano,4,12,keyboards_piano_001,2,3,-19.1305000553636,16000,40
Segmented/keyboards/piano/keyboards_piano_keyboards_piano_001_clip_003.wav,keyboards,piano,4,12,keyboards_piano_001,3,3,-23.3101742882851,16000,40
Segmented/keyboards/piano/keyboards_piano_keyboards_piano_002_clip_001.wav,keyboards,piano,4,12,keyboards_piano_002,1,3,-32.465811451353,16000,40
Segmented/keyboards/piano/keyboards_piano_keyboards_piano_002_clip_002.wav,keyboards,piano,4,12,keyboards_piano_002,2,3,-31.8868117426014,16000,40
Segmented/keyboards/piano/keyboards_piano_keyboards_piano_002_clip_003.wav,keyboards,piano,4,12,keyboards_piano_002,3,3,-33.0420673346948,16000,40
Segmented/keyboards/piano/keyboards_piano_keyboards_piano_002_clip_004.wav,keyboards,piano,4,12,keyboards_piano_002,4,3,-32.4138426851614,16000,40
Segmented/keyboards/piano/keyboards_piano_keyboards_piano_002_clip_005.wav,keyboards,piano,4,12,keyboards_piano_002,5,3,-28.2754338545783,16000,40
Segmented/keyboards/piano/keyboards_piano_keyboards_piano_002_clip_006.wav,keyboards,piano,4,12,keyboards_piano_002,6,3,-26.6213681370795,16000,40
Segmented/keyboards/piano/keyboards_piano_keyboards_piano_002_clip_007.wav,keyboards,piano,4,12,keyboards_piano_002,7,3,-27.388089500107,16000,40
Segmented/keyboards/piano/keyboards_piano_keyboards_piano_002_clip_008.wav,keyboards,piano,4,12,keyboards_piano_002,8,3,-31.3923476259687,16000,40
Segmented/keyboards/piano/keyboards_piano_keyboards_piano_002_clip_009.wav,keyboards,piano,4,12,keyboards_piano_002,9,3,-31.1073867389615,16000,40
Segmented/keyboards/piano/keyboards_piano_keyboards_piano_002_clip_010.wav,keyboards,piano,4,12,keyboards_piano_002,10,3,-29.298450210545,16000,40
Segmented/keyboards/piano/keyboards_piano_keyboards_piano_002_clip_011.wav,keyboards,piano,4,12,keyboards_piano_002,11,3,-26.3990844402558,16000,40
Segmented/keyboards/piano/keyboards_piano_keyboards_piano_002_clip_012.wav,keyboards,piano,4,12,keyboards_piano_002,12,3,-28.4070262074239,16000,40
Segmented/keyboards/piano/keyboards_piano_keyboards_piano_002_clip_013.wav,keyboards,piano,4,12,keyboards_piano_002,13,3,-34.4847016149192,16000,40
Segmented/keyboards/piano/keyboards_piano_keyboards_piano_002_clip_014.wav,keyboards,piano,4,12,keyboards_piano_002,14,3,-33.026207464274,16000,40
Segmented/keyboards/piano/keyboards_piano_keyboards_piano_002_clip_015.wav,keyboards,piano,4,12,keyboards_piano_002,15,3,-33.2955642456603,16000,40
Segmented/keyboards/piano/keyboards_piano_keyboards_piano_002_clip_016.wav,keyboards,piano,4,12,keyboards_piano_002,16,3,-36.9361178595846,16000,40
Segmented/keyboards/piano/keyboards_piano_keyboards_piano_002_clip_017.wav,keyboards,piano,4,12,keyboards_piano_002,17,3,-33.9747625428575,16000,40
